time;log(res_p);log(res_rho);log(res_vx);log(res_vy);log(res_vz);elapsed_time(s)
0.03725;-14.3936;-32.8143;-24.5155;-24.6047;-inf;0.241863
0.0373;-14.1132;-32.5339;-24.273;-24.3973;-inf;1.12381
0.03735;-13.842;-32.2627;-24.0166;-24.1539;-inf;0.974657
0.0374;-13.659;-32.0797;-23.7773;-23.9405;-inf;0.450512
0.03745;-13.4823;-31.903;-23.5962;-23.7693;-inf;0.189126
0.0375;-13.3418;-31.7624;-23.4472;-23.6167;-inf;0.292392
0.03755;-13.1748;-31.5955;-23.2859;-23.4665;-inf;0.698761
0.0376;-13.0057;-31.4263;-23.1323;-23.2954;-inf;0.98881
0.03765;-12.8503;-31.2709;-22.9595;-23.1417;-inf;1.30396
0.0377;-12.7206;-31.1413;-22.8525;-22.9847;-inf;1.30804
0.03775;-12.5908;-31.0114;-22.7362;-22.8628;-inf;1.3477
0.0378;-12.4829;-30.9035;-22.6271;-22.7569;-inf;1.19123
0.03785;-12.3742;-30.7949;-22.5236;-22.6466;-inf;1.23562
0.0379;-12.2779;-30.6986;-22.4385;-22.5422;-inf;1.36802
0.03795;-12.1892;-30.6099;-22.3567;-22.4585;-inf;1.18419
0.038;-17.0479;-35.4686;-26.1372;-25.8986;-inf;0.368917
0.03805;-16.1123;-34.533;-25.4032;-25.4703;-inf;0.430799
0.0381;-14.9463;-33.367;-24.7205;-24.7863;-inf;0.137767
0.03815;-14.36;-32.7807;-24.3931;-24.6008;-inf;0.141149
0.0382;-14.063;-32.4836;-24.0271;-24.2811;-inf;0.315901
0.03825;-13.9198;-32.3405;-23.85;-23.897;-inf;0.143096
0.0383;-13.6292;-32.0499;-23.7607;-23.5767;-inf;0.210362
0.03835;-13.4778;-31.8985;-23.5319;-23.3679;-inf;0.18965
0.0384;-13.2773;-31.698;-23.4065;-23.2288;-inf;0.165058
0.03845;-13.1687;-31.5894;-23.2669;-23.1878;-inf;0.389639
0.0385;-13.0513;-31.472;-23.109;-23.0856;-inf;0.155845
0.03855;-12.8989;-31.3196;-23.0217;-23.0085;-inf;0.170701
0.0386;-12.7861;-31.2068;-22.9603;-22.9581;-inf;0.32118
0.03865;-12.6422;-31.0629;-22.8088;-22.8862;-inf;0.137947
0.0387;-12.516;-30.9367;-22.7196;-22.7592;-inf;0.147709
0.03875;-12.385;-30.8057;-22.6218;-22.6925;-inf;0.243624
0.0388;-12.2935;-30.7142;-22.5433;-22.6191;-inf;0.184258
0.03885;-12.2077;-30.6284;-22.4491;-22.5685;-inf;0.140392
0.0389;-12.1587;-30.5794;-22.4054;-22.5531;-inf;0.337043
0.03895;-12.0939;-30.5146;-22.3407;-22.5056;-inf;0.18586
0.039;-17.1189;-35.5396;-26.9765;-26.7782;-inf;1.06697
0.03905;-15.8863;-34.3069;-25.7692;-25.6792;-inf;1.04784
0.0391;-15.1943;-33.615;-25.1057;-25.5123;-inf;1.05182
0.03915;-14.7062;-33.1269;-24.6495;-25.061;-inf;1.19441
0.0392;-14.3348;-32.7555;-24.3165;-24.6724;-inf;0.564849
0.03925;-14.1433;-32.564;-24.187;-24.2955;-inf;0.15703
0.0393;-13.9051;-32.3258;-23.9826;-24.0987;-inf;0.277839
0.03935;-13.6849;-32.1056;-23.8115;-23.8485;-inf;0.149334
0.0394;-13.4837;-31.9044;-23.6342;-23.715;-inf;0.148499
0.03945;-13.2946;-31.7153;-23.4471;-23.5649;-inf;0.162012
0.0395;-13.1516;-31.5723;-23.2856;-23.3996;-inf;0.1888
0.03955;-13.0349;-31.4556;-23.1636;-23.2935;-inf;0.182593
0.0396;-12.924;-31.3446;-23.0442;-23.134;-inf;0.187688
0.03965;-12.7982;-31.2188;-22.9045;-22.977;-inf;0.193245
0.0397;-12.7052;-31.1259;-22.8444;-22.9211;-inf;0.300295
0.03975;-12.6386;-31.0593;-22.7777;-22.8949;-inf;0.869993
0.0398;-12.5476;-30.9683;-22.677;-22.763;-inf;1.25063
0.03985;-12.449;-30.8697;-22.5734;-22.7002;-inf;1.19637
0.0399;-12.3485;-30.7691;-22.469;-22.6121;-inf;1.15546
0.03995;-12.2387;-30.6593;-22.3654;-22.5191;-inf;1.12386
0.04;-16.7656;-35.1862;-27.4264;-27.4376;-inf;0.785821
0.04005;-15.4244;-33.8451;-25.7989;-25.7682;-inf;0.134436
0.0401;-14.7435;-33.1642;-24.9087;-24.93;-inf;0.136855
0.04015;-14.6096;-33.0302;-24.6826;-24.7332;-inf;0.336797
0.0402;-14.191;-32.6117;-24.3613;-24.3268;-inf;0.132792
0.04025;-13.9409;-32.3616;-23.971;-23.9934;-inf;0.13499
0.0403;-13.6854;-32.1061;-23.7182;-23.8318;-inf;0.151725
0.04035;-13.4959;-31.9166;-23.5936;-23.6385;-inf;0.158785
0.0404;-13.3326;-31.7533;-23.3824;-23.4491;-inf;0.17945
0.04045;-13.1704;-31.5911;-23.199;-23.2419;-inf;0.218032
0.0405;-13.0355;-31.4562;-23.0716;-23.0989;-inf;0.225261
0.04055;-12.9649;-31.3856;-23.0108;-23.039;-inf;0.493804
0.0406;-12.8959;-31.3166;-22.9388;-22.9384;-inf;0.262788
0.04065;-12.7694;-31.1901;-22.805;-22.8902;-inf;0.205332
0.0407;-12.6908;-31.1115;-22.726;-22.8253;-inf;0.449154
0.04075;-12.5877;-31.0084;-22.6741;-22.7886;-inf;0.654259
0.0408;-12.4835;-30.9041;-22.5816;-22.6795;-inf;0.442618
0.04085;-12.3674;-30.7881;-22.4554;-22.5543;-inf;0.336981
0.0409;-12.2482;-30.6689;-22.3284;-22.436;-inf;0.139691
0.04095;-12.1422;-30.5629;-22.2248;-22.3741;-inf;0.204338
0.041;-16.3486;-34.7693;-26.3985;-26.5044;-inf;0.228847
0.04105;-15.612;-34.0327;-25.847;-25.7822;-inf;0.188505
0.0411;-15.1268;-33.5475;-25.2393;-25.2974;-inf;0.311446
0.04115;-14.8555;-33.2762;-24.9588;-25.0223;-inf;0.32492
0.0412;-14.4024;-32.8231;-24.5466;-24.6498;-inf;0.211155
0.04125;-14.192;-32.6127;-24.24;-24.3446;-inf;0.352797
0.0413;-13.9575;-32.3782;-24.0602;-24.1582;-inf;0.300481
0.04135;-13.6967;-32.1174;-23.827;-23.9111;-inf;0.232099
0.0414;-13.4858;-31.9065;-23.5883;-23.6583;-inf;0.219042
0.04145;-13.3056;-31.7263;-23.4232;-23.5338;-inf;0.222505
0.0415;-13.2008;-31.6214;-23.2898;-23.4079;-inf;0.738439
0.04155;-13.1042;-31.5249;-23.1383;-23.2604;-inf;1.06781
